Date,Open,High,Low,Close,Adj Close,Volume
2020-03-18,9.7163,9.7163,9.7163,9.7163,9.7163,288
2020-03-17,9.63,9.63,9.6,9.6,9.6,3664
2020-03-16,9.6,9.6,9.6,9.6,9.6,600109
2020-03-13,9.75,9.8,9.7,9.75,9.75,293601
2020-03-12,9.9,9.9,9.9,9.9,9.9,158
2020-03-11,9.941,9.941,9.89,9.89,9.89,1402
2020-03-10,9.79,9.85,9.79,9.83,9.83,700371
2020-03-09,9.77,9.77,9.77,9.77,9.77,208
2020-03-06,9.97,9.97,9.97,9.97,9.97,26
2020-03-05,9.97,9.97,9.9698,9.97,9.97,533
2020-03-04,9.98,9.98,9.98,9.98,9.98,20
2020-03-03,9.98,9.98,9.98,9.98,9.98,123
2020-03-02,9.98,9.98,9.98,9.98,9.98,1203
2020-02-28,9.92,9.97,9.92,9.97,9.97,49655
2020-02-27,9.96,9.96,9.96,9.96,9.96,116079
2020-02-26,9.96,9.97,9.96,9.97,9.97,2107
2020-02-25,9.98,9.98,9.98,9.98,9.98,9
2020-02-24,9.985,9.985,9.98,9.98,9.98,202052
2020-02-21,10.05,10.09,10.05,10.09,10.09,710
2020-02-20,10.08,10.08,10.08,10.08,10.08,32
2020-02-19,10.08,10.08,10.08,10.08,10.08,195
2020-02-18,10.08,10.08,10.08,10.08,10.08,120
2020-02-14,10.08,10.08,10.08,10.08,10.08,775
2020-02-13,10.08,10.08,10.08,10.08,10.08,2796
2020-02-12,10.08,10.08,10.08,10.08,10.08,896
2020-02-11,10.08,10.08,10.08,10.08,10.08,10
2020-02-10,10.08,10.08,10.08,10.08,10.08,210
2020-02-07,9.935,9.935,9.935,9.935,9.935,3
2020-02-06,9.85,9.935,9.85,9.935,9.935,294
2020-02-05,9.95,9.95,9.95,9.95,9.95,606
2020-02-04,9.9,9.95,9.9,9.95,9.95,217
2020-02-03,9.92,9.92,9.92,9.92,9.92,748
2020-01-31,10.12,10.12,9.99,10.0,10.0,1431
2020-01-30,10.02,10.02,9.92,9.92,9.92,2297
2020-01-29,9.92,9.92,9.92,9.92,9.92,0
2020-01-28,9.92,9.92,9.92,9.92,9.92,100000
2020-01-27,9.92,9.92,9.92,9.92,9.92,299998
2020-01-24,9.92,9.92,9.92,9.92,9.92,0
2020-01-23,9.99,9.99,9.92,9.92,9.92,200250
2020-01-22,9.92,9.93,9.92,9.92,9.92,13633
2020-01-21,9.915,9.92,9.915,9.92,9.92,400000
2020-01-17,9.93,9.95,9.87,9.88,9.88,123423
2020-01-16,9.93,9.93,9.93,9.93,9.93,0
2020-01-15,9.93,9.93,9.93,9.93,9.93,0
2020-01-14,9.93,9.93,9.93,9.93,9.93,0
2020-01-13,9.93,9.94,9.93,9.93,9.93,22600
2020-01-10,9.94,9.94,9.94,9.94,9.94,0
2020-01-09,9.92,9.94,9.92,9.94,9.94,400400
2020-01-08,9.9,9.95,9.83,9.95,9.95,22816
2020-01-07,9.82,9.82,9.82,9.82,9.82,0
2020-01-06,9.82,9.82,9.82,9.82,9.82,2000
2020-01-03,9.8,9.8,9.8,9.8,9.8,0
2020-01-02,9.8,9.8,9.8,9.8,9.8,0
2019-12-31,9.8,9.8,9.8,9.8,9.8,4
2019-12-30,9.8,9.8,9.8,9.8,9.8,0
2019-12-27,9.8,9.8,9.8,9.8,9.8,0
2019-12-26,9.8,9.8,9.8,9.8,9.8,0
2019-12-24,9.8,9.8,9.8,9.8,9.8,0
2019-12-23,9.8,9.8,9.8,9.8,9.8,0
2019-12-20,9.8,9.8,9.8,9.8,9.8,0
2019-12-19,9.8,9.8,9.8,9.8,9.8,0
2019-12-18,9.8,9.8,9.8,9.8,9.8,0
2019-12-17,9.8,9.8,9.8,9.8,9.8,19881
2019-12-16,9.82,9.82,9.82,9.82,9.82,119
2019-12-13,9.79,9.86,9.79,9.82,9.82,45100
2019-12-12,9.8,9.8,9.8,9.8,9.8,0
2019-12-11,9.8,9.8,9.8,9.8,9.8,2
2019-12-10,9.8,9.8,9.8,9.8,9.8,0
2019-12-09,9.8,9.8,9.8,9.8,9.8,2
2019-12-06,9.8,9.8,9.8,9.8,9.8,0
2019-12-05,9.79,9.8,9.79,9.8,9.8,36624
2019-12-04,9.76,9.76,9.76,9.76,9.76,0
2019-12-03,9.76,9.76,9.76,9.76,9.76,0
2019-12-02,9.76,9.76,9.76,9.76,9.76,45
2019-11-29,9.76,9.76,9.76,9.76,9.76,145
2019-11-27,9.79,9.79,9.79,9.79,9.79,0
2019-11-26,9.79,9.79,9.79,9.79,9.79,0
2019-11-25,9.79,9.79,9.79,9.79,9.79,0
2019-11-22,9.79,9.79,9.79,9.79,9.79,0
2019-11-21,9.79,9.79,9.79,9.79,9.79,0
2019-11-20,9.7,9.79,9.7,9.79,9.79,307
2019-11-19,9.79,9.79,9.79,9.79,9.79,0
2019-11-18,9.77,9.8,9.77,9.79,9.79,23977
2019-11-15,9.77,9.77,9.77,9.77,9.77,369
2019-11-14,9.7,9.8,9.7,9.77,9.77,1100838
2019-11-13,9.74,9.74,9.74,9.74,9.74,0
2019-11-12,9.74,9.74,9.74,9.74,9.74,250000
2019-11-11,9.72,9.72,9.72,9.72,9.72,0
2019-11-08,9.72,9.72,9.72,9.72,9.72,0
2019-11-07,9.72,9.72,9.72,9.72,9.72,286900
2019-11-06,9.72,9.72,9.72,9.72,9.72,43811
2019-11-05,9.73,9.74,9.72,9.74,9.74,285984
2019-11-04,9.73,9.73,9.73,9.73,9.73,20000
2019-11-01,9.73,9.73,9.73,9.73,9.73,0
2019-10-31,9.72,9.75,9.72,9.73,9.73,1102781
2019-10-30,9.75,9.75,9.75,9.75,9.75,0
2019-10-29,9.75,9.75,9.75,9.75,9.75,9
2019-10-28,9.75,9.75,9.75,9.75,9.75,0
2019-10-25,9.75,9.75,9.75,9.75,9.75,0
2019-10-24,9.74,9.75,9.74,9.75,9.75,300
2019-10-23,9.74,9.75,9.74,9.75,9.75,602
2019-10-22,9.75,9.75,9.75,9.75,9.75,2
2019-10-21,9.75,9.75,9.72,9.75,9.75,2014
2019-10-18,9.71,9.71,9.71,9.71,9.71,5
2019-10-17,9.7,9.71,9.7,9.71,9.71,175605
2019-10-16,9.75,9.75,9.75,9.75,9.75,100
2019-10-15,9.7353,9.75,9.735,9.735,9.735,4200
2019-10-14,9.7,9.7,9.7,9.7,9.7,0
2019-10-11,9.7,9.7,9.7,9.7,9.7,130000
2019-10-10,9.66,9.66,9.63,9.65,9.65,450492
2019-10-09,9.68,9.68,9.68,9.68,9.68,0
2019-10-08,9.68,9.68,9.68,9.68,9.68,0
2019-10-07,9.68,9.68,9.68,9.68,9.68,186900
2019-10-04,9.71,9.71,9.71,9.71,9.71,0
2019-10-03,9.71,9.71,9.71,9.71,9.71,0
2019-10-02,9.71,9.71,9.71,9.71,9.71,0
2019-10-01,9.71,9.71,9.71,9.71,9.71,0
2019-09-30,9.685,9.71,9.685,9.71,9.71,800
2019-09-27,9.7,9.7,9.66,9.66,9.66,25000
2019-09-26,9.85,9.85,9.85,9.85,9.85,811
2019-09-25,9.85,9.85,9.85,9.85,9.85,0
2019-09-24,9.85,9.85,9.85,9.85,9.85,0
2019-09-23,9.85,9.85,9.85,9.85,9.85,0
2019-09-20,9.84,9.85,9.84,9.85,9.85,911
2019-09-19,9.72,9.72,9.72,9.72,9.72,0
2019-09-18,9.69,9.72,9.69,9.72,9.72,200
2019-09-17,9.76,9.76,9.76,9.76,9.76,0
2019-09-16,9.65,9.76,9.65,9.76,9.76,600
